sale_id,customer_id,product_id,quantity,sale_date
S05545,C623,P012,2,2025-01-28
S05546,C010,P001,4,2025-03-24
S05547,C877,P006,1,2025-03-31
S05548,C156,P010,2,2025-08-20
S05549,C439,P016,4,2025-06-09
S05550,C411,P005,3,2025-11-10
S05551,C069,P013,1,2025-02-23
S05552,C081,P006,3,2025-12-30
S05553,C103,P003,3,2025-09-15
S05554,C835,P009,5,2025-09-22
S05555,C655,P013,1,2025-01-04
S05556,C779,P018,1,2025-02-25
S05557,C486,P019,5,2025-07-22
S05558,C493,P001,4,2025-10-14
S05559,C131,P007,1,2025-03-30
S05560,C592,P020,3,2025-08-16
S05561,C954,P001,3,2025-08-17
S05562,C139,P001,4,2025-05-15
S05563,C874,P006,4,2025-02-08
S05564,C151,P004,2,2025-01-28
S05565,C209,P017,3,2025-04-28
S05566,C754,P016,3,2025-04-27
S05567,C441,P012,5,2025-07-17
S05568,C888,P018,1,2025-08-25
S05569,C568,P012,2,2025-07-08
S05570,C272,P017,2,2025-06-08
S05571,C131,P004,5,2025-12-22
S05572,C770,P008,5,2025-06-16
S05573,C900,P009,3,2025-05-18
S05574,C049,P002,4,2025-05-11
S05575,C313,P021,3,2025-05-27
S05576,C668,P015,3,2025-03-16
S05577,C891,P007,1,2025-02-27
S05578,C144,P007,2,2025-08-18
S05579,C293,P018,5,2025-09-09
S05580,C699,P020,1,2025-08-19
S05581,C449,P013,2,2025-05-05
S05582,C681,P010,2,2025-09-08
S05583,C174,P001,2,2025-10-12
S05584,C552,P013,2,2025-02-07
S05585,C920,P016,3,2025-01-07
S05586,C671,P018,1,2025-02-04
S05587,C622,P013,2,2025-01-22
S05588,C262,P011,2,2025-01-17
S05589,C396,P020,2,2025-06-16
S05590,C737,P018,5,2025-03-16
S05591,C274,P020,2,2025-06-19
S05592,C869,P008,3,2025-01-07
S05593,C037,P001,1,2025-09-21
S05594,C071,P001,4,2025-08-14
S05595,C486,P017,3,2025-09-21
S05596,C927,P003,4,2025-06-26
S05597,C177,P009,3,2025-05-11
S05598,C939,P022,3,2025-05-14
S05599,C269,P014,1,2025-09-30
S05600,C216,P018,3,2025-12-19
S05601,C068,P016,5,2025-11-14
S05602,C223,P015,5,2025-02-24
S05603,C016,P021,3,2025-05-04
S05604,C660,P020,1,2025-03-17
S05605,C550,P015,5,2025-09-20
S05606,C677,P009,5,2025-07-17
S05607,C824,P020,5,2025-10-24
S05608,C436,P019,5,2025-09-21
S05609,C796,P005,5,2025-02-01
S05610,C314,P011,4,2025-10-24
S05611,C720,P005,4,2025-02-23
S05612,C281,P015,2,2025-05-10
S05613,C386,P008,1,2025-02-15
S05614,C883,P020,5,2025-07-15
S05615,C728,P009,2,2025-05-18
S05616,C136,P007,5,2025-11-29
S05617,C232,P019,4,2025-03-25
S05618,C534,P008,2,2025-10-18
S05619,C812,P004,2,2025-02-27
S05620,C662,P022,5,2025-09-13
S05621,C031,P013,2,2025-10-18
S05622,C216,P006,5,2025-09-21
S05623,C947,P002,5,2025-10-13
S05624,C947,P007,2,2025-03-16
S05625,C125,P002,1,2025-01-08
S05626,C190,P008,2,2025-01-02
S05627,C017,P003,5,2025-07-17
S05628,C473,P014,4,2025-02-28
S05629,C047,P001,5,2025-11-20
S05630,C612,P022,5,2025-12-13
S05631,C493,P001,4,2025-03-04
S05632,C012,P018,1,2025-06-01
S05633,C194,P012,4,2025-02-17
S05634,C296,P002,2,2025-10-11
S05635,C297,P011,2,2025-11-25
S05636,C967,P003,5,2025-09-19
S05637,C774,P002,4,2025-05-22
S05638,C432,P018,2,2025-04-10
S05639,C323,P010,4,2025-10-29
S05640,C324,P022,1,2025-01-18
S05641,C004,P007,1,2025-08-23
S05642,C856,P013,2,2025-01-02
S05643,C379,P009,3,2025-10-29
S05644,C389,P015,1,2025-06-19
S05645,C021,P001,1,2025-08-12
S05646,C444,P022,4,2025-08-05
S05647,C276,P003,1,2025-01-07
S05648,C927,P021,4,2025-07-09
S05649,C307,P003,1,2025-12-27
S05650,C861,P008,3,2025-01-01
S05651,C828,P015,5,2025-06-15
S05652,C103,P013,5,2025-10-30
S05653,C276,P020,4,2025-01-22
S05654,C536,P020,1,2025-07-08
S05655,C792,P018,2,2025-08-09
S05656,C430,P018,2,2025-05-31
S05657,C568,P005,4,2025-10-01
S05658,C744,P019,5,2025-11-15
S05659,C415,P006,4,2025-11-07
S05660,C471,P001,5,2025-04-30
S05661,C553,P014,5,2025-10-12
S05662,C533,P021,5,2025-03-02
S05663,C484,P017,4,2025-11-11
S05664,C075,P012,1,2025-07-09
S05665,C823,P019,4,2025-04-03
S05666,C372,P015,1,2025-10-19
S05667,C466,P013,1,2025-12-21
S05668,C609,P008,2,2025-01-12
S05669,C966,P003,2,2025-08-09
S05670,C903,P001,3,2025-08-21
S05671,C870,P021,5,2025-10-23
S05672,C573,P006,4,2025-01-08
S05673,C310,P003,5,2025-01-03
S05674,C780,P019,3,2025-03-13
S05675,C964,P003,4,2025-07-04
S05676,C344,P017,3,2025-03-02
S05677,C472,P016,4,2025-05-29
S05678,C724,P003,2,2025-09-07
S05679,C304,P013,5,2025-04-05
S05680,C803,P003,1,2025-10-05
S05681,C690,P021,5,2025-03-16
S05682,C288,P003,5,2025-12-31
S05683,C607,P013,2,2025-08-12
S05684,C273,P006,2,2025-03-14
S05685,C618,P016,3,2025-09-20
S05686,C602,P003,4,2025-01-28
S05687,C831,P001,3,2025-07-07
S05688,C273,P005,1,2025-10-11
S05689,C355,P022,3,2025-07-10
S05690,C498,P002,3,2025-08-11
S05691,C799,P017,2,2025-01-02
S05692,C866,P019,2,2025-03-06
S05693,C865,P012,4,2025-01-01
S05694,C728,P019,1,2025-01-26
S05695,C065,P021,4,2025-04-23
S05696,C948,P001,3,2025-07-29
S05697,C282,P002,4,2025-03-29
S05698,C217,P005,3,2025-08-29
S05699,C182,P017,2,2025-10-14
S05700,C626,P011,3,2025-01-03
S05701,C060,P003,4,2025-09-24
S05702,C668,P017,2,2025-03-24
S05703,C706,P009,4,2025-05-04
S05704,C093,P005,4,2025-02-07
S05705,C399,P018,3,2025-01-04
S05706,C494,P003,1,2025-06-29
S05707,C966,P018,1,2025-02-16
S05708,C119,P019,3,2025-01-01
S05709,C626,P006,4,2025-02-25
S05710,C001,P022,1,2025-06-11
S05711,C191,P014,1,2025-01-23
S05712,C762,P012,2,2025-08-14
S05713,C055,P019,2,2025-04-13
S05714,C045,P002,4,2025-02-06
S05715,C830,P014,5,2025-06-10
S05716,C697,P001,1,2025-09-05
S05717,C263,P001,1,2025-09-16
S05718,C588,P010,5,2025-12-31
S05719,C336,P001,3,2025-04-27
S05720,C831,P021,2,2025-10-18
S05721,C535,P015,4,2025-10-31
S05722,C569,P019,2,2025-07-31
S05723,C353,P005,5,2025-05-12
S05724,C286,P016,1,2025-07-31
S05725,C857,P003,5,2025-09-21
S05726,C948,P005,4,2025-04-14
S05727,C825,P010,5,2025-02-12
S05728,C219,P003,1,2025-05-13
S05729,C341,P002,2,2025-06-30
S05730,C794,P018,5,2025-07-26
S05731,C228,P022,2,2025-02-05
S05732,C480,P010,2,2025-07-04
S05733,C449,P009,5,2025-05-04
S05734,C346,P005,4,2025-09-29
S05735,C062,P013,3,2025-10-07
S05736,C446,P002,4,2025-08-18
S05737,C199,P019,5,2025-04-23
S05738,C735,P009,3,2025-10-05
S05739,C516,P007,5,2025-06-05
S05740,C991,P006,3,2025-04-27
S05741,C392,P021,3,2025-07-27
S05742,C937,P005,5,2025-01-25
S05743,C339,P011,1,2025-08-17
S05744,C836,P015,3,2025-12-27
S05745,C052,P013,3,2025-08-18
S05746,C635,P011,3,2025-02-10
S05747,C373,P013,2,2025-04-16
S05748,C579,P006,1,2025-11-01
S05749,C035,P018,3,2025-06-16
S05750,C110,P002,4,2025-11-19
S05751,C717,P010,1,2025-12-08
S05752,C615,P004,2,2025-02-21
S05753,C974,P003,1,2025-08-25
S05754,C798,P017,4,2025-02-18
S05755,C616,P022,1,2025-03-14
S05756,C337,P010,4,2025-12-16
S05757,C399,P002,2,2025-03-28
S05758,C650,P001,4,2025-11-14
S05759,C380,P008,3,2025-05-18
S05760,C716,P003,2,2025-01-01
S05761,C915,P003,2,2025-04-04
S05762,C449,P011,5,2025-07-02
S05763,C893,P002,1,2025-03-22
S05764,C881,P014,1,2025-02-10
S05765,C328,P004,3,2025-04-20
S05766,C884,P006,3,2025-12-02
S05767,C703,P022,5,2025-05-13
S05768,C451,P021,5,2025-06-23
S05769,C033,P015,3,2025-01-23
S05770,C979,P016,1,2025-08-15
S05771,C722,P007,2,2025-08-26
S05772,C610,P018,1,2025-07-01
S05773,C726,P019,3,2025-11-26
S05774,C029,P008,1,2025-01-25
S05775,C010,P013,3,2025-12-13
S05776,C637,P007,3,2025-01-07
S05777,C209,P001,5,2025-03-02
S05778,C004,P009,3,2025-03-06
S05779,C961,P002,2,2025-08-08
S05780,C047,P017,5,2025-12-24
S05781,C996,P010,1,2025-02-06
S05782,C556,P010,5,2025-02-18
S05783,C979,P008,3,2025-11-12
S05784,C632,P006,5,2025-07-03
S05785,C355,P008,3,2025-12-18
S05786,C581,P011,2,2025-01-24
S05787,C371,P013,1,2025-01-18
S05788,C061,P014,4,2025-10-19
S05789,C964,P019,1,2025-11-26
S05790,C020,P013,5,2025-08-08
S05791,C966,P018,1,2025-02-07
S05792,C560,P013,4,2025-09-02
S05793,C270,P002,2,2025-09-03
S05794,C513,P009,2,2025-04-22
S05795,C679,P007,5,2025-05-28
S05796,C315,P019,3,2025-04-26
S05797,C022,P001,4,2025-09-09
S05798,C470,P013,2,2025-06-21
S05799,C336,P001,2,2025-03-24
S05800,C649,P012,1,2025-02-07
S05801,C506,P007,4,2025-06-10
S05802,C262,P005,4,2025-04-05
S05803,C293,P004,4,2025-10-03
S05804,C261,P006,5,2025-02-01
S05805,C643,P006,5,2025-12-26
S05806,C798,P005,2,2025-04-24
S05807,C316,P011,1,2025-02-05
S05808,C016,P002,5,2025-01-21
S05809,C659,P014,1,2025-07-02
S05810,C251,P001,5,2025-10-12
S05811,C936,P014,5,2025-05-10
S05812,C249,P001,2,2025-03-01
S05813,C091,P013,4,2025-08-16
S05814,C226,P005,5,2025-01-04
S05815,C289,P022,3,2025-08-22
S05816,C343,P019,5,2025-10-06
S05817,C462,P011,5,2025-04-06
S05818,C090,P006,5,2025-10-31
S05819,C790,P014,3,2025-03-27
S05820,C405,P002,2,2025-05-04
S05821,C430,P022,2,2025-01-05
S05822,C906,P001,2,2025-08-23
S05823,C379,P012,5,2025-04-06
S05824,C080,P009,4,2025-08-26
S05825,C912,P001,5,2025-03-06
S05826,C002,P015,1,2025-02-16
S05827,C821,P012,2,2025-04-26
S05828,C731,P018,1,2025-04-03
S05829,C194,P014,2,2025-02-20
S05830,C663,P020,2,2025-02-04
S05831,C362,P017,1,2025-09-25
S05832,C587,P016,1,2025-12-18
S05833,C375,P019,1,2025-08-11
S05834,C109,P004,5,2025-08-12
S05835,C217,P018,3,2025-06-20
S05836,C564,P018,1,2025-10-29
S05837,C902,P011,5,2025-08-26
S05838,C707,P016,2,2025-12-27
S05839,C708,P004,4,2025-10-12
S05840,C530,P002,1,2025-06-23
S05841,C940,P008,4,2025-10-01
S05842,C784,P001,5,2025-04-21
S05843,C069,P018,4,2025-11-08
S05844,C966,P005,5,2025-10-25
S05845,C492,P006,5,2025-05-22
S05846,C340,P010,1,2025-12-03
S05847,C099,P017,2,2025-03-28
S05848,C740,P016,2,2025-01-01
S05849,C056,P006,5,2025-04-20
S05850,C630,P010,5,2025-03-07
S05851,C641,P008,2,2025-12-06
S05852,C969,P005,1,2025-05-10
S05853,C091,P009,3,2025-09-07
S05854,C286,P021,2,2025-03-09
S05855,C947,P017,1,2025-02-03
S05856,C432,P012,5,2025-11-05
S05857,C728,P007,1,2025-12-11
S05858,C130,P021,1,2025-03-07
S05859,C037,P021,2,2025-01-26
S05860,C284,P001,2,2025-04-23
S05861,C873,P005,2,2025-08-13
S05862,C510,P012,2,2025-12-23
S05863,C897,P004,2,2025-07-10
S05864,C736,P007,1,2025-03-08
S05865,C516,P003,4,2025-06-21
S05866,C908,P002,4,2025-05-10
S05867,C406,P007,1,2025-12-16
S05868,C845,P002,3,2025-11-01
S05869,C237,P015,4,2025-08-24
S05870,C365,P013,5,2025-02-19
S05871,C626,P018,2,2025-03-09
S05872,C787,P003,1,2025-11-30
S05873,C166,P020,1,2025-08-01
S05874,C700,P022,1,2025-08-29
S05875,C306,P013,5,2025-01-21
S05876,C882,P006,5,2025-09-29
S05877,C224,P004,1,2025-05-15
S05878,C254,P018,3,2025-02-04
S05879,C635,P013,4,2025-03-25
S05880,C155,P019,1,2025-04-14
S05881,C962,P004,4,2025-09-07
S05882,C015,P017,1,2025-07-07
S05883,C416,P018,3,2025-08-02
S05884,C862,P013,4,2025-01-21
S05885,C393,P008,4,2025-03-20
S05886,C087,P019,5,2025-07-21
S05887,C371,P012,1,2025-06-05
S05888,C596,P010,3,2025-06-03
S05889,C672,P002,4,2025-08-09
S05890,C401,P007,3,2025-11-06
S05891,C789,P007,2,2025-10-18
S05892,C427,P012,1,2025-06-04
S05893,C663,P020,4,2025-03-27
S05894,C465,P007,2,2025-03-28
S05895,C395,P005,4,2025-03-02
S05896,C091,P010,2,2025-05-11
S05897,C222,P014,2,2025-06-25
S05898,C964,P021,5,2025-12-23
S05899,C329,P009,2,2025-02-21
S05900,C696,P017,5,2025-11-22
S05901,C908,P002,5,2025-09-10
S05902,C972,P020,5,2025-02-20
S05903,C758,P020,4,2025-03-17
S05904,C655,P008,3,2025-12-31
S05905,C087,P022,5,2025-10-20
S05906,C700,P013,3,2025-04-23
S05907,C206,P018,3,2025-05-03
S05908,C909,P005,3,2025-08-24
S05909,C998,P006,3,2025-12-08
S05910,C059,P012,5,2025-05-01
S05911,C231,P008,3,2025-04-14
S05912,C973,P002,2,2025-02-09
S05913,C081,P001,3,2025-12-09
S05914,C542,P016,4,2025-01-15
S05915,C383,P009,3,2025-08-28
S05916,C798,P013,5,2025-12-12
S05917,C276,P016,3,2025-08-21
S05918,C412,P019,3,2025-11-22
S05919,C344,P007,3,2025-05-03
S05920,C448,P012,5,2025-08-30
S05921,C878,P009,4,2025-07-17
S05922,C954,P020,5,2025-07-15
S05923,C986,P003,4,2025-04-17
S05924,C928,P009,2,2025-02-10
S05925,C182,P011,3,2025-07-09
S05926,C023,P018,1,2025-10-21
S05927,C341,P020,3,2025-09-18
S05928,C090,P011,2,2025-07-24
S05929,C611,P005,3,2025-07-10
S05930,C590,P013,4,2025-06-04
S05931,C865,P015,2,2025-02-27
S05932,C874,P008,1,2025-08-21
S05933,C891,P009,2,2025-05-03
S05934,C377,P001,5,2025-03-02
S05935,C273,P006,4,2025-03-04
S05936,C956,P010,1,2025-12-08
S05937,C977,P009,5,2025-10-26
S05938,C201,P008,2,2025-08-01
S05939,C837,P004,3,2025-06-12
S05940,C908,P010,2,2025-01-29
S05941,C464,P019,4,2025-04-23
S05942,C674,P015,2,2025-02-23
S05943,C985,P022,1,2025-01-16
S05944,C547,P021,1,2025-09-11
S05945,C963,P017,3,2025-03-27
S05946,C146,P004,1,2025-07-08
S05947,C748,P018,4,2025-02-17
S05948,C939,P018,3,2025-06-12
S05949,C161,P007,3,2025-12-03
S05950,C287,P006,4,2025-09-16
S05951,C817,P015,3,2025-05-17
S05952,C865,P022,4,2025-01-25
S05953,C116,P016,2,2025-11-26
S05954,C989,P006,1,2025-12-21
S05955,C542,P014,3,2025-03-17
S05956,C228,P015,4,2025-08-20
S05957,C136,P019,4,2025-07-24
S05958,C699,P011,4,2025-04-07
S05959,C200,P015,1,2025-02-27
S05960,C286,P002,1,2025-11-19
S05961,C718,P012,2,2025-08-13
S05962,C955,P018,1,2025-01-13
S05963,C950,P012,3,2025-11-29
S05964,C532,P022,1,2025-01-19
S05965,C026,P005,4,2025-12-16
S05966,C183,P005,1,2025-06-08
S05967,C191,P011,4,2025-12-06
S05968,C868,P007,1,2025-08-06
S05969,C028,P020,3,2025-04-27
S05970,C991,P019,1,2025-04-22
S05971,C782,P013,5,2025-11-18
S05972,C711,P003,4,2025-03-26
S05973,C931,P002,2,2025-03-04
S05974,C203,P013,5,2025-06-27
S05975,C360,P001,2,2025-09-23
S05976,C795,P013,2,2025-01-14
S05977,C616,P021,2,2025-10-22
S05978,C744,P021,4,2025-05-07
S05979,C353,P005,3,2025-11-12
S05980,C361,P022,2,2025-05-01
S05981,C152,P006,2,2025-11-24
S05982,C710,P015,2,2025-12-25
S05983,C631,P007,5,2025-11-05
S05984,C623,P006,1,2025-05-28
S05985,C373,P016,2,2025-07-01
S05986,C231,P005,2,2025-08-05
S05987,C438,P003,5,2025-06-29
S05988,C996,P002,4,2025-07-23
S05989,C094,P002,5,2025-08-24
S05990,C047,P017,2,2025-07-19
S05991,C622,P016,1,2025-09-16
S05992,C827,P006,2,2025-07-15
S05993,C040,P004,1,2025-09-09
S05994,C128,P005,4,2025-02-21
S05995,C363,P021,5,2025-04-24
S05996,C915,P018,5,2025-11-20
S05997,C985,P006,1,2025-09-10
S05998,C683,P021,4,2025-12-29
S05999,C781,P009,5,2025-05-13
S06000,C799,P013,4,2025-04-13
S06001,C333,P015,3,2025-03-09
S06002,C149,P007,2,2025-12-20
S06003,C157,P005,2,2025-12-31
S06004,C521,P001,1,2025-11-08
S06005,C300,P009,2,2025-06-27
S06006,C574,P022,5,2025-03-20
S06007,C735,P022,2,2025-04-02
S06008,C752,P012,4,2025-01-30
S06009,C387,P006,5,2025-06-22
S06010,C217,P012,1,2025-07-19
S06011,C249,P021,4,2025-05-06
S06012,C069,P021,1,2025-09-30
S06013,C057,P009,4,2025-12-17
S06014,C813,P016,3,2025-02-23
S06015,C848,P008,1,2025-09-06
S06016,C686,P011,2,2025-10-14
S06017,C973,P010,1,2025-12-01
S06018,C576,P011,2,2025-01-07
S06019,C910,P022,1,2025-04-23
S06020,C794,P013,2,2025-07-25
S06021,C677,P002,5,2025-05-27
S06022,C680,P013,2,2025-10-20
S06023,C849,P016,3,2025-07-17
S06024,C065,P011,3,2025-09-01
S06025,C047,P012,3,2025-05-09
S06026,C583,P003,2,2025-11-17
S06027,C676,P003,3,2025-02-14
S06028,C439,P009,1,2025-02-09
S06029,C580,P022,3,2025-06-18
S06030,C439,P009,1,2025-10-19
S06031,C956,P022,1,2025-10-23
S06032,C739,P013,5,2025-04-19
S06033,C606,P011,4,2025-10-08
S06034,C509,P012,2,2025-01-31
S06035,C489,P001,2,2025-01-10
S06036,C260,P006,4,2025-03-23
S06037,C683,P001,1,2025-11-15
S06038,C888,P021,4,2025-02-19
S06039,C140,P022,1,2025-03-18
S06040,C315,P003,2,2025-10-20
S06041,C250,P001,4,2025-11-14
S06042,C414,P015,5,2025-10-18
S06043,C663,P015,4,2025-01-19
S06044,C580,P017,4,2025-04-21
S06045,C076,P006,4,2025-09-09
S06046,C915,P016,2,2025-02-10
S06047,C818,P020,2,2025-03-09
S06048,C449,P021,4,2025-12-12
S06049,C783,P001,4,2025-06-23
S06050,C713,P019,5,2025-10-01
S06051,C637,P016,5,2025-08-04
S06052,C361,P008,2,2025-11-20
S06053,C702,P019,3,2025-04-14
S06054,C119,P020,1,2025-11-19
S06055,C789,P013,3,2025-06-08
S06056,C193,P001,5,2025-12-11
S06057,C743,P019,3,2025-04-04
S06058,C239,P004,2,2025-01-24
S06059,C163,P004,5,2025-02-05
S06060,C361,P001,3,2025-09-06
S06061,C827,P013,3,2025-05-25
S06062,C577,P021,4,2025-05-26
S06063,C492,P001,1,2025-01-01
S06064,C144,P014,5,2025-08-26
S06065,C406,P010,3,2025-10-06
S06066,C682,P014,4,2025-07-25
S06067,C305,P019,4,2025-10-31
S06068,C461,P010,1,2025-08-03
S06069,C836,P007,4,2025-06-27
S06070,C437,P001,1,2025-05-12
S06071,C879,P011,1,2025-01-12
S06072,C417,P008,3,2025-06-11
S06073,C716,P008,4,2025-04-12
S06074,C039,P019,4,2025-05-20
S06075,C579,P014,5,2025-04-06
S06076,C986,P015,4,2025-02-10
S06077,C113,P021,5,2025-11-29
S06078,C367,P005,5,2025-12-23
S06079,C390,P008,3,2025-04-16
S06080,C051,P001,3,2025-10-31
S06081,C478,P001,2,2025-07-08
S06082,C359,P004,2,2025-09-28
S06083,C165,P015,4,2025-12-12
S06084,C212,P014,3,2025-05-01
S06085,C081,P011,5,2025-05-29
S06086,C939,P017,5,2025-10-14
S06087,C861,P019,3,2025-11-10
S06088,C403,P012,3,2025-07-31
S06089,C674,P014,2,2025-06-02
S06090,C996,P011,3,2025-05-30
S06091,C764,P008,3,2025-12-30
S06092,C264,P003,3,2025-11-10
S06093,C125,P013,5,2025-11-05
S06094,C604,P008,5,2025-05-05
S06095,C854,P001,3,2025-05-22
S06096,C593,P015,3,2025-04-26
S06097,C589,P009,4,2025-05-16
S06098,C018,P017,5,2025-03-29
S06099,C150,P008,1,2025-10-31
S06100,C337,P017,4,2025-03-07
S06101,C620,P016,2,2025-10-22
S06102,C686,P018,5,2025-10-26
S06103,C879,P009,1,2025-05-08
S06104,C162,P004,1,2025-10-20
S06105,C457,P005,1,2025-12-20
S06106,C178,P004,4,2025-01-23
S06107,C491,P011,3,2025-09-23
S06108,C357,P007,3,2025-11-19
S06109,C727,P014,3,2025-06-22
S06110,C484,P019,2,2025-03-06
S06111,C039,P008,1,2025-01-22
S06112,C310,P009,5,2025-08-10
S06113,C869,P010,4,2025-02-02
S06114,C152,P020,2,2025-10-18
S06115,C056,P001,2,2025-07-02
S06116,C110,P005,1,2025-04-15
S06117,C752,P015,3,2025-07-21
S06118,C886,P012,5,2025-12-28
S06119,C610,P013,2,2025-06-19
S06120,C597,P011,4,2025-01-02
S06121,C569,P014,1,2025-10-21
S06122,C625,P007,1,2025-05-14
S06123,C723,P012,5,2025-06-02
S06124,C194,P009,3,2025-07-23
S06125,C398,P008,1,2025-02-07
S06126,C229,P018,5,2025-07-09
S06127,C050,P007,3,2025-04-04
S06128,C196,P014,2,2025-12-10
S06129,C759,P005,1,2025-05-08
S06130,C200,P010,4,2025-05-30
S06131,C188,P009,4,2025-04-17
S06132,C672,P004,1,2025-06-04
S06133,C238,P022,4,2025-10-24
S06134,C426,P017,4,2025-10-04
S06135,C852,P001,1,2025-10-10
S06136,C811,P021,3,2025-12-30
S06137,C725,P005,5,2025-05-24
S06138,C391,P019,1,2025-03-20
S06139,C908,P021,1,2025-11-28
S06140,C679,P016,4,2025-05-27
S06141,C066,P015,3,2025-04-07
S06142,C039,P010,2,2025-06-13
S06143,C060,P005,2,2025-10-02
S06144,C813,P012,1,2025-03-25
S06145,C166,P018,5,2025-05-24
S06146,C433,P013,3,2025-04-03
S06147,C460,P011,2,2025-04-12
S06148,C206,P005,5,2025-03-20
S06149,C639,P008,1,2025-03-11
S06150,C017,P005,3,2025-07-25
S06151,C588,P004,2,2025-04-15
S06152,C899,P001,2,2025-01-12
S06153,C225,P007,3,2025-07-29
S06154,C480,P015,1,2025-12-21
S06155,C126,P022,4,2025-08-22
S06156,C374,P001,4,2025-08-07
S06157,C146,P016,5,2025-11-09
S06158,C356,P011,2,2025-01-30
S06159,C178,P009,3,2025-04-18
S06160,C058,P003,2,2025-04-29
S06161,C753,P019,5,2025-05-13
S06162,C836,P016,2,2025-05-01
S06163,C030,P007,3,2025-03-09
S06164,C048,P005,5,2025-06-01
S06165,C470,P003,5,2025-01-09
S06166,C094,P015,2,2025-03-25
S06167,C678,P005,3,2025-01-27
S06168,C903,P012,1,2025-08-13
S06169,C834,P014,3,2025-12-05
S06170,C905,P018,4,2025-02-22
S06171,C852,P016,4,2025-06-14
S06172,C845,P009,4,2025-02-24
S06173,C638,P020,2,2025-05-16
S06174,C052,P013,3,2025-11-24
S06175,C555,P008,5,2025-08-14
S06176,C158,P022,4,2025-11-19
S06177,C152,P011,5,2025-02-02
S06178,C185,P005,3,2025-11-03
S06179,C042,P019,3,2025-07-17
S06180,C404,P018,3,2025-12-31
S06181,C261,P017,2,2025-05-07
S06182,C498,P008,2,2025-08-20
S06183,C588,P003,2,2025-02-21
S06184,C134,P003,1,2025-01-25
S06185,C123,P017,4,2025-09-20
S06186,C043,P008,3,2025-12-19
S06187,C567,P014,5,2025-01-26
S06188,C686,P003,4,2025-01-26
S06189,C884,P016,3,2025-12-22
S06190,C037,P021,2,2025-11-03
S06191,C155,P012,1,2025-10-28
S06192,C995,P020,5,2025-05-09
S06193,C712,P012,2,2025-11-03
S06194,C326,P004,4,2025-02-22
S06195,C177,P006,2,2025-09-10
S06196,C969,P013,3,2025-05-08
S06197,C226,P018,4,2025-04-04
S06198,C168,P001,3,2025-05-29
S06199,C154,P005,1,2025-07-12
S06200,C181,P013,3,2025-12-17
S06201,C831,P009,5,2025-11-27
S06202,C392,P007,2,2025-01-01
S06203,C709,P018,2,2025-04-14
S06204,C1000,P010,3,2025-06-04
S06205,C454,P001,3,2025-09-15
S06206,C861,P017,4,2025-09-18
S06207,C614,P019,3,2025-01-07
S06208,C278,P015,1,2025-03-27
S06209,C011,P012,5,2025-12-16
S06210,C387,P017,3,2025-02-06
S06211,C627,P011,2,2025-12-16
S06212,C459,P016,3,2025-11-16
S06213,C719,P006,4,2025-08-07
S06214,C650,P022,2,2025-03-23
S06215,C971,P020,3,2025-08-01
S06216,C239,P009,2,2025-08-20
S06217,C944,P016,4,2025-06-13
S06218,C814,P006,2,2025-07-03
S06219,C581,P005,1,2025-08-03
S06220,C083,P013,3,2025-10-05
S06221,C086,P005,5,2025-03-10
S06222,C029,P021,3,2025-10-21
S06223,C743,P006,2,2025-10-31
S06224,C293,P004,1,2025-06-15
S06225,C947,P014,2,2025-01-22
S06226,C156,P019,3,2025-06-11
S06227,C776,P022,5,2025-07-25
S06228,C239,P014,2,2025-08-26
S06229,C685,P005,4,2025-03-30
S06230,C847,P020,3,2025-12-07
S06231,C783,P006,1,2025-08-09
S06232,C387,P003,3,2025-12-06
S06233,C266,P020,5,2025-01-14
S06234,C662,P022,5,2025-06-23
S06235,C100,P007,2,2025-02-24
S06236,C229,P021,5,2025-01-21
S06237,C045,P009,5,2025-10-01
S06238,C873,P008,2,2025-02-02
S06239,C839,P021,1,2025-04-01
S06240,C871,P005,1,2025-03-30
S06241,C801,P003,3,2025-06-01
S06242,C524,P022,1,2025-12-31
S06243,C382,P018,2,2025-08-11
S06244,C557,P014,5,2025-09-13
S06245,C412,P010,1,2025-02-23
S06246,C782,P019,1,2025-09-29
S06247,C335,P009,5,2025-10-03
S06248,C060,P013,3,2025-06-06
S06249,C769,P005,1,2025-01-22
S06250,C814,P013,2,2025-10-19
S06251,C951,P017,4,2025-08-15
S06252,C654,P017,4,2025-05-06
S06253,C852,P011,5,2025-06-17
S06254,C795,P013,4,2025-05-25
S06255,C969,P013,3,2025-03-02
S06256,C611,P014,2,2025-04-22
S06257,C304,P022,2,2025-02-27
S06258,C626,P005,4,2025-03-16
S06259,C184,P003,2,2025-04-04
S06260,C018,P010,1,2025-01-24
S06261,C292,P006,5,2025-05-10
S06262,C545,P007,1,2025-05-25
S06263,C751,P016,5,2025-10-18
S06264,C792,P001,1,2025-02-16
S06265,C483,P020,4,2025-03-20
S06266,C846,P014,5,2025-11-09
S06267,C609,P020,3,2025-10-22
S06268,C708,P017,1,2025-11-30
S06269,C165,P017,2,2025-02-26
S06270,C754,P018,1,2025-01-30
S06271,C225,P014,4,2025-07-29
S06272,C022,P001,2,2025-12-28
S06273,C003,P002,1,2025-06-28
S06274,C959,P007,2,2025-10-04
S06275,C345,P007,5,2025-07-22
S06276,C194,P004,1,2025-06-14
S06277,C647,P002,3,2025-04-02
S06278,C277,P008,5,2025-05-01
S06279,C564,P001,1,2025-07-01
